,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
201403,0.3157,0.3606,-0.2693,1.455,-1.4426,-0.5002,0.5944,2.0613,1.8469,-1.746,0.531,0.773,1.0156,-0.8626,-2.2461,0.4202,1.926,0.0606,0.0906,-1.4216,1.5533,0.4872,2.2369,0.9872,-2.4862
201404,-6.0451,-2.6024,-3.9379,-3.5412,-7.932,-4.3367,-4.1191,-2.7201,-2.9425,-4.6295,-2.0345,-2.4331,-1.4802,-2.3616,-3.412,0.1471,0.1987,-0.2503,-1.4287,-3.8286,0.5664,1.4345,0.4948,-0.0728,-0.5715
201405,-1.9715,0.1654,0.16,-1.2804,-0.5259,-0.4976,0.141,1.1714,1.1838,-0.6757,0.1564,0.4966,2.7188,1.9252,1.2106,2.7433,0.75,1.6044,0.8689,2.9645,1.8162,2.1257,2.096,2.9381,2.6682
201406,4.5949,2.5261,3.0526,2.4734,6.4933,4.8058,7.4914,5.0767,5.3553,8.1395,4.7616,5.1872,3.1624,4.626,6.4627,4.6698,3.0481,2.6446,4.6313,5.534,1.5884,1.3201,1.5639,2.9055,4.2995
201407,-4.7275,-2.3106,-3.0937,-4.7001,-8.0917,-4.8678,-5.1579,-6.1348,-4.7327,-8.2517,-3.3471,-5.2595,-5.7998,-6.2141,-7.3236,-4.2367,-2.2088,-4.1774,-3.6152,-3.5726,-2.0964,-3.1035,-1.893,-1.96,-0.8859
201408,2.2056,4.7272,2.7412,3.33,3.5615,5.409,3.6604,4.3544,3.9123,7.0494,3.9614,5.1673,4.957,5.1904,5.0644,4.0203,4.576,4.738,4.8342,7.5987,3.9153,4.185,4.1182,3.9966,5.6409
201409,-5.3905,-2.5495,-5.1097,-6.2137,-5.6657,-8.4985,-5.1611,-5.4926,-4.3802,-4.9468,-5.4996,-4.2788,-6.0968,-5.6931,-6.0005,-5.0272,-3.6989,-4.6794,-3.3656,-3.985,-0.7447,-1.9912,-1.2307,-2.5803,-2.106
201410,-1.4356,4.6258,4.5271,2.7121,0.9656,3.1268,7.8289,8.3275,7.4074,5.4738,4.1659,4.6679,5.1068,4.4307,4.6868,1.1307,3.4057,2.0212,1.665,2.4082,3.233,2.6305,2.2047,2.0425,1.1837
201411,-0.8717,-0.9245,-0.711,-0.5165,-2.1654,-2.4624,-0.4172,0.7504,0.0965,-0.0285,2.1824,2.9495,1.5938,-0.4399,-0.7857,0.3167,3.2883,1.8675,2.1846,0.3567,3.4906,2.1086,3.3749,1.8718,1.4462
201412,-0.327,4.57,5.2095,1.7023,4.4452,2.5935,2.3639,3.4475,2.3709,2.6768,-0.427,1.6916,0.0424,1.8313,0.7867,0.5911,0.4272,0.7471,0.1136,-0.1451,0.1873,1.0527,0.5274,-0.5429,-2.6631
201501,-2.2889,-3.1853,-3.1943,-2.661,-2.7978,-6.1547,-6.4363,-4.848,-5.5731,-3.5314,-4.782,-3.5542,-3.5947,-2.6855,-3.672,-3.7748,-1.7236,-2.5622,-2.2169,-2.1078,-3.9208,-2.8122,-3.0063,-4.3685,-1.5951
201502,6.0704,4.5185,3.2417,5.8849,7.3658,7.4206,5.2717,6.3477,8.1176,9.0338,7.0369,7.58,6.5034,8.0568,10.3821,7.0124,7.6173,6.2014,8.1176,9.455,6.1086,4.13,5.7724,6.393,8.7666
201503,-1.0248,-0.4838,1.2348,-1.0117,0.3897,-0.9531,1.5761,2.4657,1.5205,1.3653,0.8333,1.398,0.2084,0.575,-0.1094,-1.2461,-0.1083,0.3854,-0.5725,1.6025,-1.7413,-1.6589,-1.4451,-0.3148,-2.2085
201504,1.2233,-0.0019,-0.139,1.6089,-0.9986,1.9005,-1.3582,-1.9319,-1.1192,-0.8089,-0.4128,-1.7382,-1.0267,-0.0569,-0.1887,1.8152,-0.5703,-0.1415,0.1434,0.0807,0.9147,0.837,0.2318,1.3301,3.4108
201505,-0.7651,-0.0525,0.5126,-0.084,2.657,0.0231,0.7538,1.2187,0.452,2.7598,1.4805,2.2962,1.1682,0.9555,2.7732,-1.5731,0.9527,1.7616,0.7629,1.9163,1.1729,0.2553,1.1552,-0.2433,0.26
201506,-2.1068,1.3337,1.0665,-0.1991,2.0928,-2.0042,0.8922,0.4137,0.4181,2.2384,-3.8088,-0.6439,0.5485,0.424,0.1887,-4.3299,-0.9691,-2.354,-1.6134,-0.702,-2.7149,-3.154,-2.1659,-1.578,-1.7055
201507,-7.9509,-4.5959,-4.5994,-3.695,-4.3058,-4.894,-2.9304,-0.9241,-1.1695,-0.7672,-5.2824,-1.5849,-1.1055,-1.1086,-1.7185,-0.1552,0.5642,1.5602,2.2781,-0.8633,0.3916,1.4326,1.0302,1.4295,1.7383
201508,-3.3899,-2.3775,-2.7656,-3.2601,-3.8484,-4.9767,-4.7267,-3.7926,-5.4558,-9.0038,-3.9511,-5.8354,-6.4419,-4.9791,-5.3904,-4.3695,-5.1422,-4.7144,-5.4705,-10.2268,-6.2927,-5.3479,-6.0017,-5.268,-5.6256
201509,-8.8234,-4.5597,-1.9927,-3.3382,-7.8741,-8.7247,-5.4337,-4.0058,-4.6249,-9.3082,-11.2656,-5.7739,-4.3196,-3.8553,-6.3221,-4.7017,-4.2869,-2.4254,-3.6069,-9.6423,-3.4508,-3.5303,-1.9572,-2.963,-4.2095
201510,3.3601,4.377,4.463,4.4846,3.309,6.7249,6.3283,5.7447,6.2952,5.0385,8.9237,6.145,5.5871,7.5204,6.46,8.4324,7.7181,7.8058,3.9503,3.3827,8.6979,8.5042,5.9718,5.73,6.9179
201511,1.7866,0.6561,3.274,0.3714,2.1437,4.4798,3.5933,4.9772,4.4637,7.1058,2.909,1.3313,0.7831,2.2037,2.1381,0.462,1.2172,0.2476,2.212,0.505,0.2082,0.6653,-0.8057,0.5821,0.42
201512,-8.3694,-3.1995,-1.7915,-2.4733,-5.8195,-6.8179,-4.4774,-4.7543,-5.1156,-5.1903,-5.358,-6.1849,-5.7769,-6.0121,-4.9422,-5.8386,-3.5943,-3.0962,-3.532,-4.3908,-2.5083,-2.1906,-1.6749,-2.4217,-2.9143
201601,-10.8178,-6.1159,-7.2799,-7.4874,-13.7057,-11.7904,-9.2435,-7.6186,-7.2054,-17.3659,-9.8562,-8.0677,-5.2245,-7.6056,-12.967,-7.0824,-7.7481,-5.8462,-7.0616,-12.7864,-4.7658,-5.2181,-5.5127,-5.7458,-9.6387
201602,0.5015,0.3279,0.5389,0.4983,-2.9762,1.7691,1.3499,0.5894,0.1846,0.2084,3.2419,3.6641,2.1806,3.2707,-1.4797,1.5388,1.4182,2.5884,1.7055,-2.994,2.1292,2.2928,1.5274,-0.7179,0.578
201603,8.8901,6.9023,4.9391,4.4414,9.3027,11.0835,9.0272,8.185,7.7849,9.1859,12.854,9.7765,9.3205,8.2846,11.3868,9.4554,8.9382,7.9872,8.6293,11.3454,8.4659,6.9696,6.8337,7.8478,7.2011
201604,5.064,4.1495,4.406,1.9786,5.4638,2.7517,3.1613,2.8453,2.8294,5.6657,6.2776,3.7064,2.8126,0.9184,3.2468,1.4158,1.7983,1.4897,2.151,6.6008,1.6647,2.6262,0.8921,0.7737,2.1627
201605,-0.9695,0.0159,0.2429,-1.5154,-0.6179,2.8681,1.14,2.0257,1.9024,1.9303,-3.1957,0.5095,1.7663,1.4317,2.3711,0.6697,2.7573,3.259,2.095,1.7721,-0.0608,1.3742,-0.0732,2.2457,2.1817
201606,1.6374,0.0644,0.1651,0.2044,-1.5535,0.2721,0.141,0.286,0.3509,-2.6566,-1.5666,-1.8771,-0.5337,-0.56,0.0493,-1.9016,-1.9772,-0.7233,-1.2736,-3.4203,1.1161,1.6959,-0.4327,-0.0215,-1.9867
201607,6.0293,8.3132,5.7411,5.9746,4.7832,6.8451,5.827,4.4185,5.8492,8.6807,7.6664,6.1009,5.6095,4.409,6.4589,2.8347,4.9296,3.9795,3.8307,5.8255,3.6045,3.3385,3.4193,3.8732,5.1286
201608,3.8591,2.6257,2.0309,4.052,2.9982,1.0316,1.8576,1.416,1.9167,2.7514,4.3175,1.6905,1.4851,1.539,1.3241,0.2645,0.6942,1.783,0.9653,1.0024,0.7348,0.4357,-0.724,0.2682,-0.6206
201609,1.5961,2.22,2.6992,2.722,6.4878,4.6306,2.3735,0.616,0.8598,2.8793,1.6885,0.7414,1.2142,0.1383,-0.9291,1.1087,-0.4549,0.2306,-0.6856,0.6228,2.3331,0.4858,-0.0796,0.2033,-0.0187
201610,-9.8992,-5.4476,-3.4275,-3.2139,-8.4695,-5.4703,-5.6048,-4.2963,-3.2408,-7.7199,-4.1543,-4.9595,-3.3649,-2.1274,-5.3888,-4.5477,-2.2121,-1.1508,-0.8218,-4.1091,-2.4931,-1.9199,-1.932,-1.5673,-2.8737
201611,7.1201,10.3257,9.2507,10.5206,8.1514,18.0304,12.5916,12.7444,13.7716,10.0802,11.8161,11.1184,12.1661,8.6489,8.1328,10.6177,7.4068,6.6987,5.8576,7.2946,8.7196,4.7136,5.8582,4.8782,2.7511
201612,1.0778,2.0736,5.9368,5.4635,0.6939,0.0759,6.9288,3.9498,3.2961,-0.4017,-1.3183,0.2167,2.5476,3.941,1.3299,-0.4636,0.9898,1.7115,0.9556,-0.1745,0.2265,2.064,2.0918,1.4329,-0.036
201701,5.2423,0.5084,-1.0166,-0.6002,1.7567,2.5736,0.4065,-1.7648,-0.4783,1.5133,1.9089,1.4248,0.5725,0.2113,2.8693,2.1421,2.8434,1.9302,2.0684,4.6548,1.5102,1.8111,1.743,3.2212,4.4025
201702,-0.72,-0.7566,0.2138,1.5615,4.0423,0.146,0.7461,0.9822,1.8649,4.4615,-0.9316,1.2575,2.4612,2.1418,3.4788,2.3651,3.7943,2.8448,3.2357,2.6499,1.9136,3.6559,4.6211,3.4533,3.1424
201703,0.0179,1.055,1.4077,-0.32,2.5086,-1.0414,-0.2357,0.3355,-0.759,0.7702,-0.6222,0.634,-0.8164,0.9714,0.8084,0.852,-0.094,-0.3004,1.1576,-0.572,-0.193,0.2869,-0.6657,-0.1904,0.9342
201704,-1.694,-1.5747,1.8065,1.561,-1.2775,-0.1536,2.1576,2.0617,1.2797,1.2679,-2.636,1.1869,1.4359,1.544,0.4063,0.6605,-0.278,1.5387,1.3866,0.8596,-0.5905,1.818,0.6844,0.7136,2.4098
201705,-3.694,-0.9931,-2.7915,-3.2756,-3.7608,-4.4596,-3.8741,-3.1255,-4.4989,-0.9076,-5.1553,-1.1453,-2.3073,-0.3291,-0.8209,-3.2493,0.9948,0.5747,-0.1112,-0.2036,-1.257,1.005,1.985,2.0939,2.4061
201706,5.8243,5.2998,3.2964,3.5639,4.9567,4.1771,2.3714,4.8735,2.9714,5.7037,1.2853,0.9639,3.3015,2.2892,5.0335,2.3714,1.6064,1.9433,2.0852,2.3282,-0.8928,1.219,0.1991,0.3365,1.3607
201707,-2.4688,-1.4207,-0.5442,-1.1903,-1.4915,0.8247,1.7663,-0.0821,0.107,1.3514,2.0909,1.5769,1.0356,1.1684,0.5961,2.2238,1.3101,0.4391,2.002,1.4441,3.4637,2.3513,1.4879,0.5038,2.8821
201708,-2.6936,-5.452,-0.149,-2.1522,-1.4197,-2.1196,-1.5582,-2.3711,-2.066,-1.4074,-2.5674,-0.5068,-1.7006,-1.3609,-0.3633,-0.5145,-1.1772,-1.2286,0.3858,0.0489,-1.3008,-2.2317,-0.0575,0.3874,0.6143
201709,11.389,8.2533,8.7447,6.0252,8.6863,8.6077,8.2422,6.5736,8.03,7.5542,7.2635,4.4441,5.4091,4.816,6.2286,7.2902,3.5317,4.2494,2.9967,2.8652,3.5885,3.7991,2.3901,2.4821,1.9813
201710,-2.339,-2.4772,1.0525,1.7888,-1.5244,-2.6566,1.336,0.4225,0.7876,0.7127,-0.7286,-0.1363,1.9676,1.3141,2.4739,0.714,1.5055,1.5889,2.4145,2.3735,-0.1001,1.0478,1.2043,2.3272,2.5918
201711,4.3774,4.1069,3.5747,3.8793,1.6989,2.0279,1.3121,1.9944,3.5107,3.6025,3.7195,1.2936,4.0823,4.5259,4.0406,3.637,4.7949,3.9037,5.1879,2.8061,2.2211,3.8169,4.218,4.5418,1.0938
201712,3.0684,1.3221,-0.2478,-0.1489,1.6303,2.506,0.9486,-0.2407,0.2143,0.1517,-0.0742,0.4496,-0.3969,0.0925,0.1152,1.8374,1.1512,0.8999,0.337,1.4761,3.4426,2.4815,0.3936,1.4079,0.4018
201801,4.2897,2.1346,2.056,0.1625,2.5016,3.0825,2.7546,1.8787,1.4125,2.5036,4.8092,3.5772,1.6994,2.3387,4.0232,3.4093,5.0043,4.391,3.3882,5.3278,4.3925,5.1815,4.62,4.4069,6.7539
201802,-4.7823,-4.0437,-3.2966,-3.0943,-4.4206,-2.9107,-1.9993,-3.3289,-3.8252,-3.4621,-6.0485,-6.0494,-4.3146,-3.7031,-3.6478,-6.1272,-4.9821,-4.1973,-3.0326,-2.0384,-5.2558,-4.6556,-3.482,-3.0668,-3.3429
201803,1.0453,-0.008,3.3754,2.1411,1.4553,-0.341,2.2582,0.7986,2.3842,1.1654,-0.1342,-0.8146,0.2802,0.3411,1.6239,-0.0165,0.0211,0.2516,-0.0048,0.2133,-0.5639,-2.1278,-1.2387,-1.1878,-1.8511
201804,1.2388,-0.3238,1.5383,1.9853,-0.092,1.9286,2.8126,1.0891,1.3621,2.0622,1.9619,-0.2551,1.4529,-0.5054,0.655,1.9088,0.1767,-0.9982,-0.4554,-1.2614,4.3525,-0.0199,0.2188,0.232,-0.4228
201805,6.922,4.1823,5.2714,3.3695,6.2714,5.7715,7.3259,6.384,5.3338,7.6834,8.3338,4.123,5.1872,5.0307,5.1286,2.6886,3.05,3.3293,3.7682,3.8576,-0.7955,0.7818,0.3854,1.1935,1.6876
201806,-0.9673,3.2745,0.7643,2.4987,-0.5848,-0.3942,2.0808,1.4009,1.239,0.2214,1.6917,1.7042,0.3216,1.397,0.0214,0.3205,1.4765,1.6018,-0.2509,1.0348,0.7833,1.2948,-0.202,0.5989,1.81
201807,-2.1322,-1.336,-0.0472,0.9013,-2.059,2.467,1.9985,2.3603,3.4833,1.2261,0.2444,2.8401,2.804,1.3596,1.155,2.1098,1.8308,3.8494,3.1198,0.4987,2.3664,4.6465,4.1784,3.0127,2.2022
201808,3.3267,2.1555,1.2928,3.1358,3.7392,5.5547,3.4449,4.8447,5.8788,5.1655,3.7212,2.6783,4.2601,3.0161,5.8538,1.5378,1.9679,2.2685,2.2579,7.5843,1.4628,-0.0751,1.9758,3.4204,5.1738
201809,-2.9508,-1.3703,-2.6204,-1.1829,-1.5044,-1.6097,-1.5885,-2.1381,-2.373,-3.315,-3.3829,-1.1756,-1.8754,-2.8039,-3.3917,-1.3232,-1.1352,-0.368,-0.3711,-0.8233,1.8692,0.1838,-0.1427,0.0197,-0.373
201810,-11.025,-7.4916,-7.5555,-8.7196,-13.1128,-11.4628,-8.1598,-10.6749,-11.5793,-14.5219,-8.9628,-10.5776,-9.3199,-10.4608,-11.8588,-7.3774,-7.9244,-8.7297,-9.6667,-11.6569,-7.6684,-6.7128,-5.8658,-6.1602,-10.9601
201811,-3.9932,-1.8538,-0.0629,-1.8073,-3.1633,2.012,0.7047,1.6477,3.0575,2.0597,-1.1903,3.3449,1.7837,2.7708,0.652,1.4572,2.2451,3.5295,4.6419,1.3497,0.3921,2.0592,2.5385,2.7989,2.9115
201812,-17.749,-11.4776,-11.6189,-11.5444,-15.8503,-13.3379,-11.2328,-12.7091,-11.2461,-12.7685,-13.2989,-11.3578,-11.9287,-12.7319,-11.8008,-12.0054,-11.2003,-10.9181,-11.1162,-11.3441,-10.4768,-9.9993,-8.4504,-9.0541,-8.3307
